train_loss,epoch,step
1.4405725002288818,0,49
0.5177398324012756,0,99
0.35740625858306885,0,149
0.49696609377861023,0,199
0.6214019656181335,0,249
0.2697027027606964,0,299
0.6443257927894592,0,349
0.3065110445022583,0,399
0.07260999828577042,0,449
0.4349279999732971,0,499
0.2736383080482483,0,549
0.2323836386203766,0,599
0.3006640374660492,0,649
0.25452354550361633,0,699
0.26436036825180054,0,749
0.19661065936088562,0,799
0.033620934933423996,0,849
0.20272010564804077,0,899
0.11013072729110718,0,949
0.06043291836977005,0,999
0.20692770183086395,0,1049
0.18063297867774963,0,1099
0.019482731819152832,0,1149
0.05757021903991699,0,1199
0.09204479306936264,0,1249
0.06294196099042892,0,1299
0.1761362999677658,0,1349
0.07484123855829239,0,1399
0.18891896307468414,0,1449
0.0701984316110611,0,1499
0.15017767250537872,1,1549
0.039441220462322235,1,1599
0.17964774370193481,1,1649
0.10204663872718811,1,1699
0.1100466251373291,1,1749
0.018261272460222244,1,1799
0.21833451092243195,1,1849
0.042966078966856,1,1899
0.04586150869727135,1,1949
0.0897444486618042,1,1999
0.1561650037765503,1,2049
0.07897002249956131,1,2099
0.0484086312353611,1,2149
0.05563418194651604,1,2199
0.008954220451414585,1,2249
0.09701914340257645,1,2299
0.08568580448627472,1,2349
0.11468342691659927,1,2399
0.1124521940946579,1,2449
0.10719625651836395,1,2499
0.11578508466482162,1,2549
0.05860823765397072,1,2599
0.13299722969532013,1,2649
0.02312331832945347,1,2699
0.012783952988684177,1,2749
0.021407006308436394,1,2799
0.008384186774492264,1,2849
0.04423891752958298,1,2899
0.10460857301950455,1,2949
0.11429931968450546,1,2999
0.17295865714550018,2,3049
0.0068056522868573666,2,3099
0.011088217608630657,2,3149
0.022573553025722504,2,3199
0.22940437495708466,2,3249
0.0016841499600559473,2,3299
0.05765713378787041,2,3349
0.11569130420684814,2,3399
0.03653821721673012,2,3449
0.009525757282972336,2,3499
0.015912901610136032,2,3549
0.019293813034892082,2,3599
0.02312910184264183,2,3649
0.0985049232840538,2,3699
0.014645394869148731,2,3749
0.07030856609344482,2,3799
0.09838412702083588,2,3849
0.16524465382099152,2,3899
0.11230304092168808,2,3949
0.053941018879413605,2,3999
0.11439159512519836,2,4049
0.011469139717519283,2,4099
0.13640892505645752,2,4149
0.011887257918715477,2,4199
0.11585120856761932,2,4249
0.10732953995466232,2,4299
0.07904527336359024,2,4349
0.0025742731522768736,2,4399
0.0264190174639225,2,4449
0.049129486083984375,2,4499
