train_loss,epoch,step
1.9774776697158813,0,49
0.7793749570846558,0,99
0.4806551933288574,0,149
0.7999993562698364,0,199
0.5199537873268127,0,249
0.2051544189453125,0,299
0.4742370545864105,0,349
0.1727910339832306,0,399
0.1371273398399353,0,449
0.4070737361907959,0,499
0.3664785325527191,0,549
0.26518094539642334,0,599
0.10557244718074799,0,649
0.1605672985315323,0,699
0.13336846232414246,0,749
0.13732881844043732,0,799
0.21363632380962372,0,849
0.2238805741071701,0,899
0.16076484322547913,0,949
0.08411481231451035,0,999
0.03621179237961769,0,1049
0.18404459953308105,0,1099
0.27428561449050903,0,1149
0.3627534806728363,0,1199
0.07777389138936996,0,1249
0.012018469162285328,0,1299
0.33398520946502686,0,1349
0.06787969917058945,0,1399
0.0042167967185378075,0,1449
0.23868897557258606,0,1499
0.23196925222873688,1,1549
0.00886402279138565,1,1599
0.04321317747235298,1,1649
0.07175426185131073,1,1699
0.3935684263706207,1,1749
0.11494950950145721,1,1799
0.09579210728406906,1,1849
0.10800043493509293,1,1899
0.40194693207740784,1,1949
0.13499793410301208,1,1999
0.021289454773068428,1,2049
0.015456645749509335,1,2099
0.11589957773685455,1,2149
0.07322550565004349,1,2199
0.11546452343463898,1,2249
0.009853492490947247,1,2299
0.009387672878801823,1,2349
0.1332724392414093,1,2399
0.06413146108388901,1,2449
0.016488388180732727,1,2499
0.016869917511940002,1,2549
0.1317244917154312,1,2599
0.08063610643148422,1,2649
0.04577300325036049,1,2699
0.05226452648639679,1,2749
0.029248233884572983,1,2799
0.009197250008583069,1,2849
0.09827819466590881,1,2899
0.03661426156759262,1,2949
0.03370724245905876,1,2999
0.053245093673467636,2,3049
0.010864999145269394,2,3099
0.011305774562060833,2,3149
0.03182351961731911,2,3199
0.0995631143450737,2,3249
0.019874900579452515,2,3299
0.007635490968823433,2,3349
0.00673653045669198,2,3399
0.11073999106884003,2,3449
0.2356245219707489,2,3499
0.014352832920849323,2,3549
0.007554683368653059,2,3599
0.09016981720924377,2,3649
0.12971819937229156,2,3699
0.014191320165991783,2,3749
0.03700469806790352,2,3799
0.04380680248141289,2,3849
0.02026456780731678,2,3899
0.10009180754423141,2,3949
0.02674618549644947,2,3999
0.020992863923311234,2,4049
0.012415837496519089,2,4099
0.02061058208346367,2,4149
0.015026630833745003,2,4199
0.07427631318569183,2,4249
0.11849642544984818,2,4299
0.0346636101603508,2,4349
0.06272757053375244,2,4399
0.019648415967822075,2,4449
0.05703333020210266,2,4499
0.034832973033189774,3,4549
0.010721252299845219,3,4599
0.05656415969133377,3,4649
0.10578126460313797,3,4699
0.012108315713703632,3,4749
0.11869867146015167,3,4799
0.00387239595875144,3,4849
0.0026735092978924513,3,4899
0.11387322843074799,3,4949
0.015013772994279861,3,4999
0.015141687355935574,3,5049
0.031968649476766586,3,5099
0.012018244713544846,3,5149
0.015537172555923462,3,5199
0.07723870873451233,3,5249
0.0032012315932661295,3,5299
0.09298267960548401,3,5349
0.14066651463508606,3,5399
0.00668020686134696,3,5449
0.019694838672876358,3,5499
0.0013896512100473046,3,5549
0.010862126015126705,3,5599
0.0153508884832263,3,5649
0.02398819662630558,3,5699
0.011618728749454021,3,5749
0.20446054637432098,3,5799
0.0207099337130785,3,5849
0.13245920836925507,3,5899
0.0013882705243304372,3,5949
0.09649351984262466,3,5999
0.1513657569885254,4,6049
0.009646705351769924,4,6099
0.04667423665523529,4,6149
0.032432544976472855,4,6199
0.011225364170968533,4,6249
0.14982962608337402,4,6299
0.0007040792843326926,4,6349
0.00883510522544384,4,6399
0.08229350298643112,4,6449
0.04350092634558678,4,6499
0.07610496133565903,4,6549
0.0028132193256169558,4,6599
0.03490734100341797,4,6649
0.03306019306182861,4,6699
0.003995063714683056,4,6749
0.025344232097268105,4,6799
0.14913232624530792,4,6849
0.006378549616783857,4,6899
0.012267222627997398,4,6949
0.014114412479102612,4,6999
0.14390672743320465,4,7049
0.00834102462977171,4,7099
0.42511314153671265,4,7149
0.07400795072317123,4,7199
0.09892992675304413,4,7249
0.10616453737020493,4,7299
0.08818990737199783,4,7349
0.009094879031181335,4,7399
0.012506348080933094,4,7449
0.011467762291431427,4,7499
0.0496361069381237,5,7549
0.030033128336071968,5,7599
0.001989233773201704,5,7649
0.09983125329017639,5,7699
